#-----------------------------------------------------------
# xsim v2025.1.1 (64-bit)
# SW Build 6233196 on Thu Sep 11 21:27:30 MDT 2025
# IP Build 6232796 on Fri Sep 12 01:46:16 MDT 2025
# SharedData Build 6233195 on Thu Sep 11 17:56:43 MDT 2025
# Start of session at: Wed Jan 28 14:46:05 2026
# Process ID         : 18528
# Current directory  : C:/Users/Nader/apb_dpmem/tb/oop
# Command line       : xsim.exe -mode tcl -source {xsim.dir/top/xsim_script.tcl}
# Log file           : C:/Users/Nader/apb_dpmem/tb/oop/xsim.log
# Journal file       : C:/Users/Nader/apb_dpmem/tb/oop\xsim.jou
# Running On         : Legion
# Platform           : Windows Server 2016 or Windows 10
# Operating System   : 26100
# Processor Detail   : 13th Gen Intel(R) Core(TM) i9-13900H
# CPU Frequency      : 2995 MHz
# CPU Physical cores : 14
# CPU Logical cores  : 20
# Host memory        : 16961 MB
# Swap memory        : 16106 MB
# Total Virtual      : 33067 MB
# Available Virtual  : 6781 MB
#-----------------------------------------------------------
source xsim.dir/top/xsim_script.tcl
# xsim {top} -autoloadwcfg -runall
Time resolution is 1 ps
run -all

Time: 0 fs Started: 0 fs Scope: /top/dut/apb_asserts_dut File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line:47
Error: ASSERT ERROR: Signal PSEL is INVALID @ time=0
Time: 0 ps  Iteration: 0  Process: /top/dut/apb_asserts_dut//top/dut/apb_asserts_dut  Scope: top.dut.apb_asserts_dut  File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line: 48
Initializing the APB_DPMEM slave and Scoreboard memories
   i	 APB_DPMEM	 SCB_MEM
The Generator has created the Transaction: (856) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000004
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (857) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xc59556ce
   PSTRB:             1111
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (858) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (859) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xdb3ec183
   PSTRB:             1010
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (860) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000040
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xdcc0908c
   PSTRB:             1011
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (861) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000010
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x86133a8e
   PSTRB:             1010
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (862) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xe0169094
   PSTRB:             1001
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (863) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xdea868c2
   PSTRB:             1000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (864) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (865) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (866) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x23bd4fb6
   PSTRB:             1000
   b2b_tnxs:          NO
   # of idle cycles:  4
+-------------------------+

The Generator has created the Transaction: (867) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x8e73d0c9
   PSTRB:             0101
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (868) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (869) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x2b7c26ac
   PSTRB:             1100
   b2b_tnxs:          NO
   # of idle cycles:  4
+-------------------------+

The Generator has created the Transaction: (870) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (871) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (872) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (873) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xdcb37516
   PSTRB:             1001
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (874) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xc4d7a79d
   PSTRB:             1000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (875) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000040
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          NO
   # of idle cycles:  3
+-------------------------+

The Generator has created the Transaction: (876) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (877) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xe066234b
   PSTRB:             1101
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (878) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000010
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x9be1ef2a
   PSTRB:             1101
   b2b_tnxs:          NO
   # of idle cycles:  2
+-------------------------+

The Generator has created the Transaction: (879) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x3d664802
   PSTRB:             0101
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (880) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000040
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

The Generator has created the Transaction: (881) as below successfully:
+-------------------------+
+ Generator +
+-------------------------+
 Time: 0.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000001
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
